user_id,user_session,events_in_session,distinct_products,distinct_event_types,purchases,session_revenue,session_date,session_duration_minutes
637360772,ab20b5dc-d7ab-46b3-ac6f-6019e6a497f5,1944,1696,1,0,0.0,2020-04-07,981.0
629726592,48effaac-8228-4d2a-9494-bfc7500eb717,1937,1937,1,0,0.0,2020-03-18,255.0
597078301,b39cfbcc-44b7-49da-9634-a1a0bffacc26,1934,1934,1,0,0.0,2020-01-05,207.0
628910550,ecae18fe-e013-4608-8ab0-ca5a83e111e1,1913,1913,1,0,0.0,2020-03-16,203.0
637360772,d1f35ac2-3109-4325-a0bd-be02ac946d89,1912,1544,1,0,0.0,2020-04-08,264.0
597644399,b9893f89-d6e8-4beb-9f47-1bfc0ce89299,1908,994,1,0,0.0,2020-04-25,542.0
649760110,56472da4-6d85-4770-9fe4-87a5990502b6,1907,138,1,0,0.0,2020-04-30,83.0
637360772,258acbf7-208f-419e-a244-9858418569fb,1904,1794,1,0,0.0,2020-04-15,176.0
638631216,464adc4f-a15d-4e2e-a14b-2e00f4f90ebd,1893,476,1,0,0.0,2020-04-09,145.0
634431050,0dfab2ee-6c12-4506-9be5-b88bd64fff32,1891,932,1,0,0.0,2020-03-30,44821.0
628996026,7e94f97e-3ced-4449-8900-024212663ce5,1890,1888,1,0,0.0,2020-03-16,230.0
597644399,64fb05fa-1f82-4d5c-a2be-3b3ff6f25a74,1888,1187,1,0,0.0,2020-04-20,541.0
597644399,bfae3d7d-1583-4df8-8576-2d20c1614d6d,1853,1180,1,0,0.0,2020-04-14,452.0
597644399,466b0d30-05c8-422c-b113-7de36bcce224,1851,1281,1,0,0.0,2020-04-07,522.0
597644399,9cbc3bcf-85c4-4510-bfd1-28dbe5dcd0b2,1834,973,1,0,0.0,2020-04-30,505.0
637440564,79935d3d-c4f7-43f1-8bb7-f79e2c2d22a8,1820,1670,1,0,0.0,2020-04-06,34277.0
635214021,3783af17-7bfd-4d74-9519-cb34a990fcdc,1811,1715,1,0,0.0,2020-04-01,242.0
642576270,d661d9e9-9c47-4354-9857-432a9678e22d,1784,446,1,0,0.0,2020-04-16,208.0
597644399,36cbc55c-7575-4d2e-8a73-11f6363b4fd7,1780,651,1,0,0.0,2020-04-10,541.0
647243511,d8c0b116-b5e1-4ba7-9764-ea769cfe91c4,1775,138,1,0,0.0,2020-04-25,84.0
596327275,d37cb8b6-7413-493b-99a5-adf3b62ba946,1766,1766,1,0,0.0,2020-01-03,193.0
638254442,3d7f6971-691f-4050-81c7-dbbce78a226b,1765,440,1,0,0.0,2020-04-08,172.0
568785148,0f24ecfe-fdfa-4a76-bd45-a942034e058e,1760,1140,1,0,0.0,2020-04-10,584.0
590339216,d141b3ae-eaff-4b00-bdb9-635167888d82,1747,1747,1,0,0.0,2019-12-21,192.0
608290286,2638d55e-f826-425d-8fa8-a834fb579052,1741,104,2,0,0.0,2020-04-05,36420.0
639481948,aa973461-5b84-4317-98d6-b95f7568f733,1740,435,1,0,0.0,2020-04-10,149.0
586653871,1b2ccfae-fbdf-4558-a601-661523bf64d3,1726,914,1,0,0.0,2020-03-27,49694.0
591634670,eaff4fcf-6a87-43b0-8d39-2aa1dafe9b22,1700,1700,1,0,0.0,2019-12-24,183.0
592211720,4811d7fa-f6f1-480f-a121-9a4fd52a401d,1700,1700,1,0,0.0,2019-12-25,225.0
513230794,12ec3547-84f2-4eab-bd64-725ddc03dd5b,1695,123,3,403,196178.62,2019-12-20,100637.0
646733485,079fe2d1-b7f1-4325-b87c-e20518c9e294,1672,122,1,0,0.0,2020-04-24,76.0
572858723,d6433d7b-3846-456a-88de-748c3fac2675,1658,1658,1,0,0.0,2019-11-18,90.0
646709473,0cb13291-a924-42e4-a486-03e2f8cb8d5b,1657,148,1,0,0.0,2020-04-24,78.0
597644399,e6803adf-e0e3-46a6-824f-077f983595f4,1655,1068,1,0,0.0,2020-04-28,482.0
597644399,6328b1b4-601a-4264-a2ea-d8648a54ce18,1642,970,1,0,0.0,2020-04-22,445.0
637360772,03e4e7c1-430a-4dd6-8d68-d6be9391bce9,1622,1622,1,0,0.0,2020-04-15,176.0
640618264,35f292ae-d930-4de1-b7de-1a1880762d2e,1621,406,1,0,0.0,2020-04-13,114.0
623033330,332b0d05-02ca-4320-b1e6-9147c9e83786,1597,1545,1,0,0.0,2020-03-03,195.0
647278308,d4edc39b-4a7d-4ceb-8e6a-261813da7290,1595,117,1,0,0.0,2020-04-26,64.0
646687587,4c416e7b-d3ce-4332-958f-5d1aad5c23dc,1586,217,1,0,0.0,2020-04-24,60.0
597914794,9f65554c-3fba-45ec-b9d1-5fdd23681f8f,1582,1048,1,0,0.0,2020-04-13,15943.0
645710264,b2da2e40-b0c0-4f36-b7fa-d14a7bbb9716,1582,396,1,0,0.0,2020-04-22,161.0
646362314,3773adcf-54fd-44e9-b819-b71366d98714,1580,113,1,0,0.0,2020-04-24,141.0
637360772,e562d434-f218-4ac1-92a6-eb28e103fbb0,1569,1569,1,0,0.0,2020-04-15,176.0
568785148,d4d652ef-626c-444c-b67b-a1cb31d36289,1562,1069,1,0,0.0,2020-04-17,575.0
623890190,867c4ada-8d01-4f79-a884-a2f9502959a5,1559,1558,1,0,0.0,2020-03-04,314.0
597644399,488b3a63-d91e-4739-a963-7af743f03d54,1551,1153,1,0,0.0,2020-04-01,526.0
631867227,88b8b97b-9390-41ea-a636-8a397fd2d974,1514,194,2,0,0.0,2020-03-24,53708.0
593773512,0541b0bc-125c-48f4-911b-a1307457249f,1512,1512,1,0,0.0,2019-12-28,166.0
640487456,3e75971f-b22c-4675-929f-f17ec546ff49,1465,367,1,0,0.0,2020-04-12,118.0
638202571,32603ac9-d793-4b2d-8856-5b94d5b392fc,1460,365,1,0,0.0,2020-04-08,133.0
597644399,9a70a76f-5cb2-4073-9d28-d40da6470b32,1442,972,1,0,0.0,2020-04-29,475.0
568780229,0cf0fd02-1489-4787-aa98-d7d667542593,1427,782,1,0,0.0,2020-03-25,52448.0
568785148,ec0bdd61-9168-4ed6-bd5f-7b8d3c3a331c,1396,708,1,0,0.0,2020-04-25,474.0
644358215,6be9638d-7c1b-4903-b3fa-5d3101729478,1384,346,1,0,0.0,2020-04-20,123.0
597644399,326ca92c-a72f-4e56-98fd-685990af821f,1375,485,1,0,0.0,2020-04-17,476.0
570513725,88206fc3-b5ea-4e3b-be68-67edfbf7009b,1373,1373,1,0,0.0,2019-11-12,85.0
609995771,079ff499-afcd-4502-98e8-f3bcbff76b6e,1366,915,3,1,141.32,2020-04-12,13617.0
645407779,62e3d646-3fc3-456f-b2ae-23cc58527314,1364,341,1,0,0.0,2020-04-22,124.0
645474467,1517eea8-ce3f-47e9-a40b-76be26ba6795,1354,339,1,0,0.0,2020-04-22,153.0
637686873,cca26823-d93a-4d04-844f-7cc91caa39a8,1352,365,1,0,0.0,2020-04-10,29337.0
568805468,51d74a6e-34b5-42e6-9247-c357df105f66,1349,89,3,4,575.56,2020-03-26,46342.0
647263838,20a82844-eae7-4e26-bc1c-b63ce41e369e,1330,106,1,0,0.0,2020-04-26,51.0
597644399,cded70fc-7f8c-47e3-b40a-389ca595a426,1312,1179,1,0,0.0,2020-04-15,461.0
620597391,831b1426-68e3-4e83-ac2a-1347086dfb0f,1306,1306,1,0,0.0,2020-02-26,126.0
572947524,af4ad1c0-a131-4fab-94f2-5d6d647adcb7,1294,1294,1,0,0.0,2019-11-18,74.0
645784137,46ef4684-29b4-44b4-b4ad-05280455046e,1292,323,1,0,0.0,2020-04-23,116.0
536570932,fb7448cf-7171-4525-8103-838038b74f57,1283,973,2,0,0.0,2020-03-25,52285.0
619960452,bbcfedc9-3965-41af-bbb6-a75a3ae5c655,1258,1258,1,0,0.0,2020-02-25,126.0
609994179,98ce12f4-50d2-49cd-84da-0c1878bdb366,1244,410,1,0,0.0,2020-03-25,28300.0
619525442,828b0681-50fe-47bd-8aa7-e9ff734ff9cd,1239,1236,1,0,0.0,2020-02-24,123.0
576295475,cb8291d5-579b-4eb7-8fd0-117960e6e426,1228,475,3,1,205.93,2020-04-07,33440.0
638736994,56f2125f-d199-4886-839e-a1efab674123,1220,305,1,0,0.0,2020-04-09,96.0
641634801,bb7a764e-6c31-473b-9b12-7d73ccb1085a,1197,299,1,0,0.0,2020-04-15,21817.0
545592219,5f587ac7-4cbc-43c5-99a8-511484e453e2,1194,539,2,0,0.0,2020-03-26,50798.0
563020567,a7511056-0925-406c-89c6-5372096a3649,1176,275,1,0,0.0,2020-03-30,26981.0
587436438,3514da01-8608-d4c3-b3f7-1518193e760c,1175,12,1,0,0.0,2019-12-16,158.0
644590954,ef6ae244-3451-4511-8433-f95c936cb0fb,1162,291,1,0,0.0,2020-04-20,132.0
513605798,fb075266-182d-4c11-b5f7-4e4dcdabd4a7,1159,290,2,0,0.0,2019-10-01,9204.0
648252935,7aeddabf-662b-46c1-9b0a-4bae272fbb65,1148,83,1,0,0.0,2020-04-27,48.0
639442314,a36cefd6-6b66-436c-be27-3b863979e3ce,1138,285,1,0,0.0,2020-04-10,75.0
645747335,a210fe2c-56a6-4e06-8973-62cacc1d0caa,1138,285,1,0,0.0,2020-04-23,131.0
542048657,cfb90a35-9575-495c-b6aa-48ddca2a7a9c,1137,868,1,0,0.0,2019-10-22,366.0
568785148,a90f662e-8dd5-4367-80c0-b6059d98e5d9,1135,558,1,0,0.0,2020-04-30,460.0
434793040,2a9f95c0-aeb5-4e22-a7d3-f4a03424a0e3,1117,140,2,0,0.0,2019-11-08,250545.0
569231528,7ef25e5f-3a0d-4b66-b727-acfc22d6fb5b,1114,876,1,0,0.0,2020-03-25,36102.0
644641066,fdaf9088-0f72-4c06-ab96-b19c53dd680c,1091,273,1,0,0.0,2020-04-20,136.0
641238125,973ef4d3-f745-49e9-b3f5-ccf7ff754693,1089,273,1,0,0.0,2020-04-14,143.0
513127299,9eb512e3-7660-43a1-b1ff-d315035ac242,1082,941,1,0,0.0,2020-02-02,489.0
622570061,36fa5749-d085-4f7e-8a1c-0e15dad76fbd,1042,1041,1,0,0.0,2020-03-02,172.0
609728588,c64f70cf-53ef-44cd-bcb6-0cb6fd286bc0,1041,489,3,4,500.4,2020-04-04,36557.0
639573017,b98d1394-3319-4fbd-b7c4-f7716969be79,1036,122,2,0,0.0,2020-04-16,16281.0
645830872,ccf1624b-dcad-4caa-873c-4f6826d00f81,1016,254,1,0,0.0,2020-04-23,135.0
630180010,5285b343-e3f5-49ff-b4d2-c69f0b972b0f,1015,657,1,0,0.0,2020-04-20,3212.0
568807531,404c1d5d-0474-4947-9389-055729395deb,1013,309,1,0,0.0,2020-03-24,52650.0
606621646,cf5c30bb-da44-4e5a-98ea-e124be3d1913,1012,261,2,0,0.0,2020-03-30,45297.0
624123281,e7142a2b-9732-40dc-9f70-b3259576233a,1008,482,2,0,0.0,2020-03-24,53646.0
644516469,614385ce-2f6d-4d48-9112-26ae8a9a8e35,993,249,1,0,0.0,2020-04-20,82.0
637360772,3be08450-855f-4368-9e74-786abdcb7cfb,988,934,1,0,0.0,2020-04-09,1050.0
468703624,8215bd20-369c-4f74-8fe1-4c9a63cb3051,985,250,1,0,0.0,2020-03-25,52026.0
637289866,75a92640-55ae-42eb-84cc-0a447f91321a,966,571,1,0,0.0,2020-04-06,34891.0
572875925,81c046d6-06f7-42c8-a130-ead0fe378011,954,109,1,0,0.0,2020-03-26,46522.0
597192394,8609efd6-3c17-4c8c-83ce-becb0b5210a6,952,561,2,0,0.0,2020-04-07,33420.0
608446801,aeaa41be-2e17-435c-b10c-c7c2216d6c16,942,700,1,0,0.0,2020-03-25,52315.0
569938202,bf340707-1114-4297-b722-4de9a2887d66,941,162,2,0,0.0,2020-04-10,29250.0
568834070,09fc4d3b-f037-46b5-879f-8aa534dda429,939,213,2,0,0.0,2020-03-25,52385.0
568916813,9e01e17d-eaab-e359-8f0b-ea7e32488491,939,152,2,0,0.0,2020-03-26,33237.0
645543414,a07f9846-5657-4ad3-ace8-af7267270e22,936,234,1,0,0.0,2020-04-22,127.0
638984414,cd477b19-dcaa-4b17-8a91-473c96bcc660,934,234,1,0,0.0,2020-04-09,75.0
634041462,d2b04459-d6ca-4ea8-acd7-edfdb20a19a4,927,428,3,34,3780.61,2020-03-29,46613.0
572298778,0c307610-aa79-bf12-4ada-323af26b44b9,918,543,1,0,0.0,2019-11-17,763.0
555101485,cb32ff3c-2ab0-4383-9d16-7ed9d9a59071,914,1,1,0,0.0,2019-12-26,98.0
637360772,faa85943-a8a2-4e82-bdda-035671191742,909,858,1,0,0.0,2020-04-10,144.0
568785148,685a62c8-5412-46f4-ac51-7af22c44156b,909,436,1,0,0.0,2020-04-28,599.0
550985043,a590428c-0fcc-48f1-85d7-1ab567b3dedf,906,2,1,0,0.0,2020-03-24,3979.0
590122540,05470c8d-0098-4061-9f84-d1829fd154ba,888,799,1,0,0.0,2020-04-11,326.0
568785148,a302af6b-38e4-41ff-8f73-98d7a8cfce09,886,453,1,0,0.0,2020-04-29,531.0
568975697,ca8ba7be-76cf-4185-ab42-7d7b296f4f82,884,355,1,0,0.0,2020-04-07,33648.0
567475167,3e15b2f5-c84d-4da4-be04-b8c01b7b95d8,880,111,2,0,0.0,2020-04-21,4866.0
641306393,8caf35d5-0a49-4dec-86b5-8610c417955c,877,220,1,0,0.0,2020-04-14,84.0
568790544,3e93b6ee-4083-4dce-9944-c605a57a0d86,868,508,1,0,0.0,2020-03-28,7439.0
629883274,7bafa7ab-2beb-4aed-b9c5-9354396cfa24,866,823,1,0,0.0,2020-04-21,12733.0
640715955,3a781fd1-c68d-4a58-8691-1584cef50ea4,861,846,1,0,0.0,2020-04-13,60.0
637360772,a95482cb-0c59-4d02-94e6-207c916f0f29,858,832,1,0,0.0,2020-04-10,144.0
613815844,864b3751-93e8-464d-828c-c18583c8ce28,850,397,1,0,0.0,2020-03-25,52225.0
594189185,5194de93-1139-4f75-8d51-b567631db9eb,846,846,1,0,0.0,2019-12-29,91.0
568804062,29e640ff-88dd-4939-8a2e-fda8932b0070,844,194,1,0,0.0,2020-04-17,6123.0
548610926,17a99eb4-048a-49fb-812d-53ab91e90bea,841,144,2,0,0.0,2020-03-25,40652.0
604303366,d12508b1-3523-4b40-8a38-89736c827a4e,840,745,1,0,0.0,2020-04-09,398.0
569231528,aaa8c7e5-da82-da00-e431-b87d609c8287,840,540,1,0,0.0,2019-12-10,92240.0
568785148,a89f8a93-103c-4a5f-8f22-b9bb66a4df5a,832,446,1,0,0.0,2020-04-23,393.0
637946884,5c911976-5479-44ab-84a7-0221644bb3e1,832,1,1,0,0.0,2020-04-07,44.0
644676586,e328bd92-f0d4-43e6-bab3-c1603967b08f,818,206,1,0,0.0,2020-04-20,81.0
638233296,d0b47080-8c3a-4eba-95e1-570f04f9b14d,818,688,1,0,0.0,2020-04-08,1726.0
545442548,14e27f0b-5851-45fa-9293-4ae7f20485ba,808,1,2,0,0.0,2020-02-01,1.0
535067214,cb912545-0f62-4b61-a3ed-78de7f280a94,803,569,1,0,0.0,2020-04-10,19577.0
585905719,07d9d85f-e927-470b-aa87-ab18f8215a3c,801,114,1,0,0.0,2020-03-26,34594.0
568804062,664215de-aa65-4071-b2c8-b11857a1e31b,789,193,1,0,0.0,2020-03-23,7248.0
644428909,fbfce371-f63c-481a-a36e-be240c5dc45b,782,196,1,0,0.0,2020-04-20,79.0
642659272,94a7189f-9ef8-4043-bea3-0f833d822c0b,780,196,1,0,0.0,2020-04-16,100.0
630347018,456b1d2f-0134-46ed-9596-5647ab820866,779,779,1,0,0.0,2020-03-19,42.0
568795562,f0b34829-340d-b56d-eca9-e16410e532c7,776,335,3,1,145.36,2020-03-30,45020.0
637360772,ff3745d5-9af2-4b2f-b2f1-baca4e6c009a,765,765,1,0,0.0,2020-04-10,146.0
606844688,d9946af2-2e51-4e2e-bcfc-45f6f80df71d,763,746,1,0,0.0,2020-04-10,255.0
639186954,1051c384-2fce-4e1d-96b9-0d3c2c62a28d,760,190,1,0,0.0,2020-04-10,60.0
630180010,a4bb89f6-b70e-404d-b14d-3a07d4f32aa0,759,732,2,0,0.0,2020-04-06,1292.0
525325337,28778653-6dfb-4f56-93ab-5fad1ac52b88,754,1,2,0,0.0,2020-01-30,7.0
534063103,bdaeb955-8f42-45be-b773-d78677e5e317,753,186,1,0,0.0,2020-04-04,251.0
550026576,954cc650-5804-41d1-8241-9297e7fa4db5,744,5,1,0,0.0,2020-03-25,52970.0
576840796,5ee6e56c-3eb2-4edd-a536-95bd9a8fc783,743,723,1,0,0.0,2020-04-24,185.0
624546549,7e3443a1-6bdc-4e36-b5f2-6300a6b1c94d,740,57,1,0,0.0,2020-04-13,1829.0
642474725,d31b1b60-aa6a-4ccb-b2c2-3207ade65412,736,184,1,0,0.0,2020-04-16,75.0
645215433,cb5b731e-af56-4bf5-80df-5b13c6baf3ea,734,184,1,0,0.0,2020-04-22,91.0
643692325,76624bf5-ba17-4069-accf-70a419f8452b,728,182,1,0,0.0,2020-04-18,76.0
646219290,e43d56b3-8c1d-4aed-b5d2-5d99772fe347,720,52,1,0,0.0,2020-04-23,88.0
600678477,e3d2674c-a504-47b4-b647-232d0da131e7,719,445,3,2,1029.12,2020-03-25,52359.0
569945322,5c72659c-97e8-43d2-95e3-43184d4f09dd,715,278,1,0,0.0,2020-04-26,5952.0
580718016,53d97a4c-8138-43a5-a31a-0f71e152420b,714,486,2,0,0.0,2020-03-26,50713.0
597160081,1bf74f86-3c3b-4b57-aa9e-822d12530ebc,713,129,2,0,0.0,2020-02-16,584.0
512875426,8c322efd-e368-42ae-9b71-37351e74ec55,711,1,2,0,0.0,2019-11-29,1.0
591072163,0fff936a-f158-2ad1-fbba-b69898913796,709,641,1,0,0.0,2020-03-27,49203.0
